USTACK_HASH,USTACK_SYMS
1e63e504319efbd7,''
397a006822544aa9,''
ef1eeb4f960cab9,''
765e4c551f623bde,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
cf0193ddaf69dd60,''
765b2a911f604bb2,'Java_sun_nio_ch_SocketDispatcher_read0+0x2f'
86cd57bce3aad31f,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
dcc5e28e64cb52c7,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
2c51fc24e77c365f,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
fb2037f1c3205b25,''
6214d4ffabf9c4d1,''
bc1597c3cf0032ff,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
b4a92e3b08fb3d0d,''
800a89bfda9f5014,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a'
7136e90284729853,''
6f13a0581064447e,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a;Buf_fetch_normal::get(buf_block_t*&)+0x3e0;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x4b3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x4ab;row_search_mvcc(unsigned char*, page_cur_mode_t, row_prebuilt_t*, unsigned long, unsigned long)+0x321f;ha_innobase::index_read(unsigned char*, unsigned char const*, unsigned int, ha_rkey_function)+0x336;handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function)+0x125;EQRefIterator::Read()+0xfc;NestedLoopIterator::Read()+0x32;AggregateIterator::Read()+0x3b7;Query_expression::ExecuteIteratorQuery(THD*)+0x338;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d'
4620d45ca7a9f028,''
cd35ccfcdbada90f,''
3f28f74d7ce9f52f,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
b2e174869f76eed,''
4570712a0debd1cf,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a;Buf_fetch_normal::get(buf_block_t*&)+0x339;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x4b3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x4ab;row_search_mvcc(unsigned char*, page_cur_mode_t, row_prebuilt_t*, unsigned long, unsigned long)+0x321f;ha_innobase::index_read(unsigned char*, unsigned char const*, unsigned int, ha_rkey_function)+0x336;handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function)+0x125;EQRefIterator::Read()+0xfc;NestedLoopIterator::Read()+0x32;AggregateIterator::Read()+0x3b7;Query_expression::ExecuteIteratorQuery(THD*)+0x338;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
76b493f88c508a00,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;Buf_fetch_normal::get(buf_block_t*&)+0x339;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x4b3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x4ab;row_search_mvcc(unsigned char*, page_cur_mode_t, row_prebuilt_t*, unsigned long, unsigned long)+0x321f;ha_innobase::index_read(unsigned char*, unsigned char const*, unsigned int, ha_rkey_function)+0x336;handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function)+0x125;EQRefIterator::Read()+0xfc;NestedLoopIterator::Read()+0x32;AggregateIterator::Read()+0x3b7;Query_expression::ExecuteIteratorQuery(THD*)+0x338;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d'
7141cfd3847296a0,''
687624bfb0d464f4,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a'
a0f8c8b8f23a4f57,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
667df718d8ba1ae8,'__libc_fcntl64+0x45'
e13757c07e04ae9d,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a'
c43fc03a456af9ef,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
8ea75cf5a561a0bf,''
10560325cb9a45f7,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
1d1b2cfbb0706b2f,''
763e1cfdfae6c8ff,''
5ba65830841a93ad,'fio_backend+0x134;main+0xae;__libc_start_main+0x8b;_start+0x25'
e382e39ee293a0d,''
23c78544485b605f,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
e1341673a446d7f,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
c63fc19353d5e9ef,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
d80bee3eab1c094d,''
7409db4e711c0c5,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a;Buf_fetch_normal::get(buf_block_t*&)+0x3e0'
31145e89d8c0a7f0,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;Buf_fetch_normal::get(buf_block_t*&)+0x339;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x4b3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x4ab;ha_innobase::index_read(unsigned char*, unsigned char const*, unsigned int, ha_rkey_function)+0x336;handler::ha_index_read_map(unsigned char*, unsigned char const*, unsigned long, ha_rkey_function)+0x125;EQRefIterator::Read()+0xfc;NestedLoopIterator::Read()+0x32;AggregateIterator::Read()+0x3b7;Query_expression::ExecuteIteratorQuery(THD*)+0x338;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d'
a820164930133fa2,'__libc_start_main+0x8b'
2f59dd839c43ea15,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a;Buf_fetch_normal::get(buf_block_t*&)+0x3e0'
8e7e0161cfe6579f,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
e3a99a36d3768b77,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x308;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x4ab'
fc9bfcf813384c9f,''
9f9e9bf1c3569b59,''
6c536eda5e65b8f,'pthread_cond_timedwait+0x23e;PlatformEvent::park_nanos(long)+0x107;JavaThread::sleep_nanos(long)+0xa4;JVM_Sleep+0x1c5'
397fe50c6c405438,''
9160deb74f0bfee3,'fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85'
c36f1429849b8172,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3'
a6604e3a94880ae4,'Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_page(page_id_t const&, page_size_t const&)+0x4a;Buf_fetch_normal::get(buf_block_t*&)+0x339;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x4b3;flst_remove(unsigned char*, unsigned char*, mtr_t*)+0x17b;btr_page_alloc_priv(dict_index_t*, unsigned int, unsigned char, unsigned long, mtr_t*, mtr_t*)+0x167;btr_cur_pessimistic_insert(unsigned int, btr_cur_t*, unsigned long**, mem_block_info_t**, dtuple_t*, unsigned char**, big_rec_t**, que_thr_t*, mtr_t*)+0x1ea;ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x272;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d'
794131d55791bce0,'my_write(int, unsigned char const*, unsigned long, int)+0x285'
aff6f00d6d4e7944,''
597c417bd59fdbb0,'Rows_log_event::get_data_size()+0x45'
d648147976fbf6fc,'os_file_flush_func(int)+0x28;log_flusher(log_t*)+0x2b8'
f890ce596f4c2a5b,'Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
92c57ced80dc39ef,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3'
dcdab0933e639278,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
e0d26b4d52fb408e,'_dl_catch_exception+0x9c;_dl_catch_exception+0x9c;_dl_catch_exception+0x9c;dlopen+0x6f'
7a77ef69d4755f68,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
3012335742a08cd1,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d'
89e1632ee2e931e8,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
dee9f79858443704,'_PyAST_Compile+0x176;_PyRun_SimpleFileObject+0x1aa;_PyRun_AnyFileObject+0x4f;Py_RunMain+0x3b5;Py_BytesMain+0x2d;__libc_start_main+0x8b;_start+0x25'
69ca6f52a2d415e,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
5c89b6c390aeeedf,''
c8cac67c92c247af,''
753b026b662d0e2c,'row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
e22c78c439113642,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
4340c192527ff674,'LinuxAIOHandler::collect()+0xc6;LinuxAIOHandler::poll(fil_node_t**, void**, IORequest*)+0x10e;os_aio_handler(unsigned long, fil_node_t**, void**, IORequest*)+0xa7;fil_aio_wait(unsigned long)+0x6d'
c4cf0a8620430be6,''
4cd0b28407f1d288,'ibuf_insert(ibuf_op_t, dtuple_t const*, dict_index_t*, page_id_t const&, page_size_t const&, que_thr_t*)+0x1a3;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x165d;row_search_index_entry(dict_index_t*, dtuple_t const*, unsigned long, btr_pcur_t*, mtr_t*)+0x9d;row_upd_step(que_thr_t*)+0x4b4;ha_innobase::delete_row(unsigned char const*)+0x187;handler::ha_delete_row(unsigned char const*)+0xf3;Sql_cmd_delete::delete_from_single_table(THD*)+0xcf5;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
852b0cb1cf7b7365,'my_write(int, unsigned char const*, unsigned long, int)+0x285;my_b_flush_io_cache(IO_CACHE*, int)+0xcd;_my_b_write(IO_CACHE*, unsigned char const*, unsigned long)+0x138;IO_CACHE_ostream::write(unsigned char const*, unsigned long long)+0x31;MYSQL_BIN_LOG::write_cache(THD*, binlog_cache_data*, Binlog_event_writer*)+0x97;MYSQL_BIN_LOG::write_transaction(THD*, binlog_cache_data*, Binlog_event_writer*, bool)+0x2d3;MYSQL_BIN_LOG::flush_thread_caches(THD*)+0xed;MYSQL_BIN_LOG::process_flush_stage_queue(unsigned long long*, THD**)+0x18a;MYSQL_BIN_LOG::ordered_commit(THD*, bool, bool)+0x118;MYSQL_BIN_LOG::commit(THD*, bool)+0x64a;ha_commit_trans(THD*, bool, bool)+0x2bc;trans_commit_stmt(THD*, bool)+0x3e;mysql_execute_command(THD*, bool)+0x1430;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
491dc1baca88edcc,''
347441bbfc3071bc,'nanosleep+0x17;trx_purge(unsigned long, unsigned long, bool)+0x2bd;srv_purge_coordinator_thread()+0x546'
53f1745591871160,'srv_purge_coordinator_thread()+0x546'
6b59feceea94c8bf,''
af63b94c8601b113,''
af754066ce2f2b6c,'nanosleep+0x17;trx_purge(unsigned long, unsigned long, bool)+0x30d;srv_purge_coordinator_thread()+0x546'
fb77517ce8dd77e0,'pfs_memory_alloc_vc(unsigned int, unsigned long, PSI_thread**)+0x135'
f747b1850d2137ce,'AIO::linux_dispatch(Slot*)+0x70;os_aio_func(IORequest&, AIO_mode, char const*, pfs_os_file_t, void*, unsigned long, unsigned long, bool, fil_node_t*, void*)+0x13e;Fil_shard::do_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x720;fil_io(IORequest const&, bool, page_id_t const&, page_size_t const&, unsigned long, unsigned long, void*, void*)+0x85;buf_read_page_low(dberr_t*, bool, unsigned long, unsigned long, page_id_t const&, page_size_t const&, bool)+0x173;buf_read_ahead_linear(page_id_t const&, page_size_t const&, bool)+0x48e;buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0xeb8;btr_pcur_t::move_to_next_page(mtr_t*)+0xaf;row_search_mvcc(unsigned char*, page_cur_mode_t, row_prebuilt_t*, unsigned long, unsigned long)+0xb59;ha_innobase::general_fetch(unsigned char*, unsigned int, unsigned int)+0xd0;handler::ha_rnd_next(unsigned char*)+0x66;TableScanIterator::Read()+0x79;Query_expression::ExecuteIteratorQuery(THD*)+0x338;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
c0e67e7206f2863f,''
6b576eceea906e0f,''
c85a5715339c5e47,''
d9c0ce7afc945747,'filename_to_tablename(char const*, char*, unsigned long, bool, bool*)+0xc8'
5a68d1235c4de09,''
dc5e5f07bd9f37df,''
1f97dc6060a8b31f,''
e73fb10e241168c2,'buf_page_get_gen(page_id_t const&, page_size_t const&, unsigned long, buf_block_t*, Page_fetch, ut::Location, mtr_t*, bool)+0x308;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x1b40'
696164fa95d28558,'trx_undo_rec_get_partial_row(unsigned char const*, dict_index_t*, dtuple_t**, bool, mem_block_info_t*)+0x17e;row_purge_step(que_thr_t*)+0xb82;que_run_threads(que_thr_t*)+0x4a2;trx_purge(unsigned long, unsigned long, bool)+0x76e;srv_purge_coordinator_thread()+0x546'
c1250672075cc757,''
42de4cbd95ddf841,''
8dce317d1e7d53e0,'my_write(int, unsigned char const*, unsigned long, int)+0x285'
1ebe62cbb4803bfd,''
af66024c8605931e,''
429f4ea3f029d211,''
19671e79682575b2,''
3e0c6507cd6a4d57,''
d049263046e8501b,'row_ins_sec_index_entry(dict_index_t*, dtuple_t*, que_thr_t*, bool)+0x1cf;row_ins_step(que_thr_t*)+0x43b;ha_innobase::write_row(unsigned char*)+0x2ad;handler::ha_write_row(unsigned char*)+0xf2;write_record(THD*, TABLE*, COPY_INFO*, COPY_INFO*)+0x63c;Query_result_insert::send_data(THD*, mem_root_deque<Item*> const&)+0xe2;Query_expression::ExecuteIteratorQuery(THD*)+0x31a;Sql_cmd_dml::execute_inner(THD*)+0xbf;Sql_cmd_dml::execute(THD*)+0x620;mysql_execute_command(THD*, bool)+0x97d;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
ee9a31c96af924c,'page_cur_search_with_match_bytes(buf_block_t const*, dict_index_t const*, dtuple_t const*, page_cur_mode_t, unsigned long*, unsigned long*, unsigned long*, unsigned long*, page_cur_t*)+0x425;btr_cur_search_to_nth_level(dict_index_t*, unsigned long, dtuple_t const*, page_cur_mode_t, unsigned long, btr_cur_t*, unsigned long, char const*, unsigned long, mtr_t*)+0x1b40'
7a0846162e815b38,'rec_get_offsets(unsigned char const*, dict_index_t const*, unsigned long*, unsigned long, ut::Location, mem_block_info_t**)+0x86;btr_cur_optimistic_insert(unsigned long, btr_cur_t*, unsigned long**, mem_block_info_t**, dtuple_t*, unsigned char**, big_rec_t**, que_thr_t*, mtr_t*)+0x25d'
c3be547c8a2e21f9,''
723d24ad4275bb44,'my_write(int, unsigned char const*, unsigned long, int)+0x285;my_b_flush_io_cache(IO_CACHE*, int)+0xcd;_my_b_write(IO_CACHE*, unsigned char const*, unsigned long)+0x92;IO_CACHE_binlog_cache_storage::write(unsigned char const*, unsigned long long)+0xf7;MYSQL_BIN_LOG::flush_and_set_pending_rows_event(THD*, Rows_log_event*, bool)+0x83;THD::binlog_write_row(TABLE*, bool, unsigned char const*, unsigned char const*)+0x1c2'
a64562435df60d1a,'my_sync(int, int)+0x52;IO_CACHE_ostream::sync()+0x6d;MYSQL_BIN_LOG::sync_binlog_file(bool)+0x57;MYSQL_BIN_LOG::ordered_commit(THD*, bool, bool)+0x812;MYSQL_BIN_LOG::commit(THD*, bool)+0x64a;ha_commit_trans(THD*, bool, bool)+0x2bc;trans_commit_stmt(THD*, bool)+0x3e;mysql_execute_command(THD*, bool)+0x1430;dispatch_sql_command(THD*, Parser_state*)+0x5df;dispatch_command(THD*, COM_DATA const*, enum_server_command)+0x1af0;do_command(THD*)+0x2a5'
2c682b8497d65599,''
